hour,day,charge_power,discharge_power,profit,mass_norm,charge_m_norm,discharge_m_norm,charge_beta_norm,discharge_beta_norm,eff_ex,eff_com,eff_exp,t_hh,t_lh,t_hc,t_lc,n,p_exp,alpha_com,alpha_exp,vio_choke_com,vio_choke_exp,vio_surge,vio_beta,vio_t13,vio_error
0,1,0.0,215.88423499619773,6361.676446898036,3.9480009451031703,0,1.0519990548968299,0,1.0621420911063852,0.7948386101118993,0.8577497088880902,0.9246777653310667,1013.0785,765.9330671257098,309.8521920917796,240.2214801237557,1.0,1.0,11.865916528131205,-1.7720709737820428,0,0,0,0,0,0
1,1,0.0,214.1917613715237,6194.84652420966,2.904384615929702,0,1.043616329173468,0,1.0614568000464115,0.7957012990589503,0.8585212014089815,0.9246376794147961,1013.0070071499999,764.1903573739002,309.9663193059736,240.22727297574335,1.0,1.0,11.470884928133929,-2.2018734977088137,0,0,0,0,0,0
2,1,0.0,197.91474803749836,5668.811613550491,1.941164349764938,0,0.9632202661647642,0,1.0610700251975893,0.7977139608021021,0.8596274823838996,0.9242486557125705,1012.9355214492849,763.0152613261279,309.98533830008853,240.2330652484458,1.0,0.9399747271179337,10.759674871404101,-3.195275042710225,0,0,0,0,0,0
3,1,0.0,191.69242345949755,5490.461181591746,1.0085864516695058,0,0.9325778980954322,0,1.0610803702492868,0.7983873754973354,0.8596899916977485,0.9242252847767847,1012.8640428971399,762.1146622181769,309.9797796396736,240.23885694192097,1.0,0.9108804405197249,10.715920441165894,-3.2361279288856544,0,0,0,0,0,0
4,1,0.0,207.02430578149207,5926.77815550043,0.0,0,1.0085864516695058,0,1.065637074852,0.8183836706551199,0.8579601781722808,0.9233827285951445,1012.7925714928502,762.0682657519551,309.9785966617096,240.2446480562268,1.0,0.9838718452127531,11.574405312773672,-3.5054036161419866,0,0,0,0,0,0
5,1,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998465636618499,,,1012.721107235701,762.0218739253799,309.97741380204343,240.2504385914212,,,,,0,0,0,0,0,0
6,1,23.91658716738524,0.0,-598.0677491852724,0.08358657484544384,0.08358657484544384,0.0,0.9906124734748203,0.0,0.8605879536298773,0.8458071005581186,0.9232255093294858,1013.0785587234249,761.9754867379874,309.9762310606632,239.08152843368916,0.9944411115033139,0.1,-4.812702930667134,-8.967952526577378,0,0,0,0,0,0
7,1,181.56344530476514,0.0,-272.34516795714774,0.7103367088133987,0.6267501339679549,0.0,1.0136107051931909,0.0,0.8657665940499487,0.8698977261446614,0.9296114748048041,1013.070160983986,761.9291041893135,309.9750484375571,238.43903561889502,1.0,0.6220412594844493,1.0302052318287735,-0.8594300519147353,0,0,0,0,0,0
8,1,351.42218130411834,0.0,-8785.891176090325,1.894628012192166,1.1842913033787672,0.0,1.01131848128369,0.0,0.8429475716323813,0.8570199437481645,0.90644173640347,1013.0485800746825,761.8827262788946,309.97386593271335,240.1428912914355,1.0,1.0,8.645535605893851,16.697641696442396,0,0,0,0,0,0
9,1,338.55262769017827,0.0,-507.8289415352674,3.0425578862182094,1.1479298740260435,0.0,1.013686876307056,0.0,0.8494915470486734,0.8609634024357804,0.9198857377509576,1013.0153813693244,761.8363530062667,309.9726835461201,240.09904857041207,1.0,1.0,7.2216400273602765,10.81373868342363,0,0,0,0,0,0
10,1,299.40449287086784,0.0,-7485.167983374934,4.06582769564046,1.0232698094222508,0.0,1.0180869790665388,0.0,0.8575630509369286,0.8693673386647155,0.9294301485628927,1012.9777787084349,761.7899843709661,309.97150127776547,239.77508989075017,1.0,1.0,2.556267082924313,-0.12478745860057217,0,0,0,0,0,0
11,1,326.29431566828856,0.0,-489.4414735024328,5.175946330621725,1.1101186349812644,0.0,1.0158609185000353,0.0,0.8531497378823902,0.8644445739586585,0.9258516277160124,1012.9432378192831,761.743620372529,309.9703191276377,239.6938501295126,1.0,1.0,5.776971718330182,6.657565430200744,0,0,0,0,0,0
12,1,357.429687354437,0.0,-8935.789543489076,6.374081643946565,1.1981353133248398,0.0,1.0107785226488235,0.0,0.8376343393838958,0.8552258174166718,0.8947669896980448,1012.9106317229054,761.6972610104917,309.96913709572493,240.1312253893141,0.9995093485937856,1.0,9.387293783724292,20.45427250734115,0,0,0,0,0,0
13,1,244.26280299708063,0.0,-6106.789616373117,7.211922333472966,0.8378406895264014,0.0,1.016731235879745,0.0,0.860537928551083,0.8697487094591484,0.9294268651421432,1012.8669638114045,761.6509062843907,309.9679551820154,239.95271066641007,1.0,0.8308155843718505,1.6851756208811963,-1.005202697185851,0,0,0,0,0,0
14,1,338.0905588024618,0.0,-8452.29276558085,8.357644729506491,1.1457223960335259,0.0,1.014420315278207,0.0,0.84930108193961,0.8611379621964094,0.9205335580756946,1012.8342996816343,761.6045561937622,309.96677338649715,239.95169944619138,1.0,1.0,7.183822294046638,10.429501859421432,0,0,0,0,0,0
15,1,357.97863399214276,0.0,-536.9679509882142,9.556684824996712,1.1990400954902194,0.0,1.011026339760815,0.0,0.8370781840213019,0.8550118210131428,0.8942078962474436,1012.8024262051212,761.5582107381427,309.9655917091585,240.21542003376493,0.9992157725414734,1.0,9.542993473864737,20.611290514190735,0,0,0,0,0,0
16,1,0.0,216.01852918494214,5467.509820798146,8.503332926198556,0,1.0533518987981545,0,1.0623073258275735,0.7943434631095124,0.8575970227165607,0.9246658651329805,1012.7309609625006,756.1681427371864,310.48649907074577,240.22121349176157,1.0,1.0,11.939965727965497,-1.7276006987436858,0,0,0,0,0,0
17,1,0.0,228.4262010865815,6866.727121700512,7.380322885857368,0,1.123010040341188,0,1.0670291959720435,0.7854840508089325,0.8480587585205074,0.923794604736422,1012.6595028664043,754.7030015714831,310.82614799543546,240.22700637041243,1.0,1.0,15.453219517590423,2.1688588859090387,0,0,0,0,0,0
18,1,0.0,226.79787874303204,6583.321416149316,6.2670730911221515,0,1.1132497947352173,0,1.0659991432496103,0.7873664736591299,0.8498480388760946,0.9241317558987637,1012.5880519161177,754.1440722654012,310.9335633225853,240.2327986697754,1.0,1.0,14.876023182959086,1.612652443595998,0,0,0,0,0,0
19,1,0.0,227.30410140955948,6663.670807454626,5.150570169163536,0,1.1165029219586158,0,1.0665811182517833,0.7867416212766865,0.8491541337819534,0.9239963835266749,1012.5166081109261,753.7936493713523,310.9992583923681,240.23859038990844,1.0,1.0,15.11192220161066,1.76878117829132,0,0,0,0,0,0
20,1,0.0,226.94058550233055,6608.523433351322,4.036048923490896,0,1.1145212456726397,0,1.0661232138264045,0.7873009209095924,0.8496006885232485,0.924095394639667,1012.445171450115,753.5724406272109,311.03590881810874,240.24438153086948,1.0,1.0,14.959228465682205,1.674305555636785,0,0,0,0,0,0
21,1,0.0,225.24257678150488,6347.610664196844,2.9314499328129067,0,1.1045989906779896,0,1.065445919306225,0.7889207598245574,0.8511843591444729,0.9243358364283897,1012.37374193297,753.4252225429901,311.04726648339147,240.2501720927164,1.0,1.0,14.439597991819596,1.0884776370148614,0,0,0,0,0,0
22,1,0.0,222.21869031992932,5931.303661591567,1.843911866265003,0,1.0875380665479037,0,1.063797628409929,0.791597404622255,0.8538442411674617,0.9246865534882248,1012.3023195587767,753.350636314266,311.0352459888047,240.25596207550714,1.0,1.0,13.488475606598737,0.15394722592363408,0,0,0,0,0,0
23,1,0.0,214.69076081655726,5432.131331205344,0.7961117608305579,0,1.047800105434445,0,1.0612393613528497,0.7957376888947253,0.8582738969942502,0.9247416357342692,1012.2309043268209,753.3610417813502,310.9907333961214,240.26175147929962,1.0,1.0,11.605048646176908,-1.9958503322101073,0,0,0,0,0,0
24,2,0.0,33.198395988560264,859.8955513728977,0.6378417677169788,0,0.15826999311357914,0,1.0864485410141056,0.8010363994716562,0.8514088631609288,0.9194645682348472,1012.1594962363882,753.2908532820451,310.85030154864563,240.2675403041517,1.0,0.1536542985607331,14.38915279023032,-4.004087559616369,0,0,0,0,0,0
25,2,-0.0,0.0,0.0,0.6378417677169788,0,0.0,0,0.0,0.9998471498845716,,,1012.0880952867645,753.2453391967168,310.84903151849073,240.2733285501213,,,,,0,0,0,0,0,0
26,2,-0.0,0.0,0.0,0.6378417677169788,0,0.0,0,0.0,0.999847147738811,,,1012.0167014772359,753.1998296627971,310.84776161533887,240.2791162172663,,,,,0,0,0,0,0,0
27,2,0.0,31.674792231666085,820.5257438203771,0.4868712592345412,0,0.15097050848243754,0,1.0849981290148503,0.8019531044412818,0.8520515055647879,0.919781086302495,1011.9453148070882,753.13565769959,310.7159700978149,240.2849033056446,1.0,0.1466342951820743,14.137825608114785,-3.938294773497148,0,0,0,0,0,0
28,2,0.0,100.9021118004503,2620.8639809290485,0.0,0,0.4868712592345412,0,1.0687885571312308,0.8028236245961166,0.8576859004479089,0.9229033160260699,1011.8739352756074,753.09015913382,310.7147135008051,240.29068981531407,1.0,0.4748108344576845,11.710014069688812,-3.4704666424401154,0,0,0,0,0,0
29,2,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.999846128278221,,,1011.8025628820799,753.0446651179066,310.713457029455,240.29647574633256,,,,,0,0,0,0,0,0
30,2,217.62920248954887,0.0,-326.4438037343233,0.7240107511908256,0.7240107511908256,0.0,1.0393549768735293,0.0,0.8628745741971166,0.8686314194382644,0.9270404766826164,1013.0784602141836,752.9991756513948,310.71220068375203,236.66759971953823,1.0,0.7110327443835509,3.934933256616757,-2.2878864422274496,0,0,0,0,0,0
31,2,356.68288136147703,0.0,-535.0243220422155,1.8929489157422938,1.1689381645514683,0.0,1.0356094066423,0.0,0.8487902019045132,0.8564280170615827,0.920504369774948,1013.0511220964108,752.9536907338297,310.71094446368363,237.66694157900773,1.0,1.0,9.826166943433412,9.417729791625444,0,0,0,0,0,0
32,2,356.76877743003513,0.0,-535.1531661450526,3.061967701500376,1.1690187857580825,0.0,1.0357232493371933,0.0,0.8486802800234237,0.8564051737570436,0.9205071774815016,1013.0173671466168,752.9082103647563,310.70968836923726,237.90194547998937,1.0,1.0,9.838185724598137,9.407959192529326,0,0,0,0,0,0
33,2,325.0813422178273,0.0,-487.6220133267409,4.1340718469102695,1.0721041454098936,0.0,1.0413312262243153,0.0,0.8553898234939105,0.8656156207397337,0.9271564168718932,1012.9802780977594,752.8627345437199,310.70843240040034,237.72239884822545,1.0,1.0,6.397840275233602,0.9652836282940136,0,0,0,0,0,0
34,2,266.4356281871581,0.0,-399.6534422807372,5.016553885917131,0.8824820390068613,0.0,1.0413878194832897,0.0,0.8591499901900854,0.8683117292836914,0.9267597632897201,1012.9386492313894,752.8172632702655,310.70717655716027,237.57415920897992,1.0,0.8662075999619526,4.375922519743414,-2.3664081934548022,0,0,0,0,0,0
35,2,213.74542381564817,0.0,-5343.7921220534945,5.727253006601004,0.7106991206838733,0.0,1.039851139298404,0.0,0.862268216031477,0.8686094192229474,0.9269691633386523,1012.8934049648047,752.7717965439384,310.70592083950453,237.45891286835587,1.0,0.69779831345023,3.9658220150996737,-2.316933861531812,0,0,0,0,0,0
36,2,255.27277485513193,0.0,-382.9091622826979,6.573162101028903,0.8459090944278993,0.0,1.0412924874828093,0.0,0.859597694196327,0.8683571398673628,0.9267708278573753,1012.8549504953437,752.7263343642841,310.70466524742056,237.37738829700123,1.0,0.830293266552609,4.315995626032221,-2.368665861422709,0,0,0,0,0,0
37,2,329.7876473462532,0.0,-494.68147101937984,7.659370252302617,1.086208151273714,0.0,1.0412548807998327,0.0,0.854391427229658,0.8645556939074727,0.9269357813064333,1012.8253312826456,752.6808767308477,310.7034097808958,237.3629505913385,1.0,1.0,6.920834652775354,1.921032307454773,0,0,0,0,0,0
38,2,357.6303672358592,0.0,-536.4455508537887,8.829877444200966,1.170507191898349,0.0,1.036332191937458,0.0,0.8479662437625425,0.8561481930725742,0.9203510773683268,1012.7968941610933,752.6354236431746,310.7021544399177,237.4839192937607,1.0,1.0,9.947296496182778,9.464042692930683,0,0,0,0,0,0
39,2,357.5561018397583,0.0,-536.3341527596374,10.0,1.1701225557990345,0.0,1.0364801101252705,0.0,0.8479019957451183,0.8561805380213622,0.9204334851917253,1012.7667394854245,752.5899751008103,310.7008992244737,237.5750947048712,1.0,1.0,9.942110313595887,9.401198040038032,0,0,0,0,0,0
40,2,0.0,221.0231349893393,5605.624183168094,8.933486713412524,0,1.0665132865874756,0,1.0870420909014669,0.787628455846068,0.8523022804274385,0.9200695273057276,1012.695277811476,749.3287797497156,310.67387504077135,237.58115219540073,1.0,1.0,14.253889503064876,-2.723728690067116,0,0,0,0,0,0
41,2,0.0,240.8481931194163,9731.216980247025,7.745742404823556,0,1.187744308588968,0,1.0897719414110274,0.7700107338013417,0.8324265272739577,0.918483684908878,1012.6238232836948,749.0270512545646,311.1946464130741,237.5872090801812,1.0,1.0,19.763340296025245,4.496426341244881,0,0,0,0,0,0
42,2,0.0,240.7537281395464,9673.83441563885,6.558422193077819,0,1.187320211745737,0,1.0899193698136076,0.7700889790073614,0.8324264000789102,0.9184930133900995,1012.5523759013664,748.8880195442724,311.3551530097342,237.5932653592732,1.0,1.0,19.771287771409995,4.445081186351029,0,0,0,0,0,0
43,2,0.0,240.690616322689,9650.084635205525,5.3713777459967185,0,1.1870444470811001,0,1.0895980946355273,0.7704047954914713,0.8326269462592415,0.918550938807917,1012.4809356637762,748.8101106407073,311.4309191942111,237.5993210327373,1.0,1.0,19.713237920579907,4.451106268072067,0,0,0,0,0,0
44,2,0.0,232.87427489470076,7134.757292334621,4.2380689028887435,0,1.1333088431079754,0,1.0878708647845734,0.7808077639614944,0.8433776510897061,0.9204380834954412,1012.4095025702098,748.7480185276187,311.379988655783,237.60537610063403,1.0,1.0,17.010677285186972,1.0266352011396478,0,0,0,0,0,0
45,2,0.0,229.56824001494212,6567.501194692818,3.124317416384632,0,1.1137514865041114,0,1.0873420352754666,0.7836819952976499,0.8465680940425561,0.9206255490505882,1012.3380766199529,748.7092390660736,311.32026732347896,237.611430563024,1.0,1.0,16.113211815494278,-0.11688579319410053,0,0,0,0,0,0
46,2,0.0,225.45437712551123,6009.161819548976,2.0333295206357285,0,1.0909878957489039,0,1.0874904221370079,0.7860228762695766,0.8494793736501222,0.9204264129146368,1012.2666578122909,748.6774684562462,311.2551116872407,237.6174844199677,1.0,1.0,15.244020778234525,-1.4406081364763246,0,0,0,0,0,0
47,2,0.0,193.2657169227501,4894.624266146606,1.1021470275239829,0,0.9311824931117456,0,1.086627036595166,0.7916623345237876,0.8548241956364636,0.9191380308019881,1012.1952461465096,748.7372346547462,311.10482689284794,237.62353767152572,1.0,0.9015814451415495,13.076217886750419,-4.4288236137770625,0,0,0,0,0,0
48,3,0.0,29.79045883093377,761.6771853802726,0.9617477942785272,0,0.14039923324545567,0,1.1011091676941054,0.7996323501950031,0.8507588884889699,0.9161160143285019,1012.1238416218949,748.702981224702,310.96754154199675,237.62959031775858,1.0,0.13561614165321526,14.71496744431473,-4.592727128418964,0,0,0,0,0,0
49,3,-0.0,0.0,0.0,0.9617477942785272,0,0.0,0,0.0,0.9998474312465755,,,1012.0524442377327,748.6579259265794,310.96625978784255,237.6356423587268,,,,,0,0,0,0,0,0
50,3,-0.0,0.0,0.0,0.9617477942785272,0,0.0,0,0.0,0.9998474291216006,,,1011.9810539933089,748.6128751339868,310.96497816186377,237.64169379449095,,,,,0,0,0,0,0,0
51,3,-0.0,0.0,0.0,0.9617477942785272,0,0.0,0,0.0,0.999847426996616,,,1011.9096708879096,748.5678288464734,310.9636966640476,237.64774462511153,,,,,0,0,0,0,0,0
52,3,0.0,94.52977356673517,2425.8190482338073,0.5102215074270636,0,0.45152628685146357,0,1.0974880322581337,0.7956151777514605,0.8512498290446278,0.9167836061569326,1011.8382949208208,748.5381670149527,310.740085244873,237.65379485064904,1.0,0.4360686048076021,14.530585192312738,-4.707050970718274,0,0,0,0,0,0
53,3,0.0,106.90537659930393,2743.2271183029243,0.0,0,0.5102215074270636,0,1.0755271001568754,0.7967881921903289,0.8596830344575299,0.921595110938594,1011.7669260913287,748.4931281982512,310.73882623634853,237.65984447116398,1.0,0.49619464538233055,10.789725498601666,-3.7747642764587184,0,0,0,0,0,0
54,3,232.9849988525698,0.0,-349.4774982788547,0.7609545208647082,0.7609545208647082,0.0,1.0522771313303825,0.0,0.8612844496106852,0.8675023445634559,0.924982869575513,1013.0784263562618,748.4480938854314,310.7375673537249,235.85125041554377,1.0,0.7436740892119531,5.319072270610836,-2.9666311057607366,0,0,0,0,0,0
55,3,315.0533467238048,0.0,-472.5800200857072,1.7838637235399157,1.0229092026752076,0.0,1.0547152334908634,0.0,0.8562146944089774,0.8669041272362789,0.9245714023423903,1013.0479512956321,748.4030640760428,310.7363085969895,236.05889680487664,1.0,0.9991072210249203,5.925634193030649,-3.0391130614155415,0,0,0,0,0,0
56,3,-0.0,0.0,0.0,1.7838637235399157,0,0.0,0,0.0,0.9998485083430174,,,1012.9764615005025,748.3580387696352,310.7350499661298,236.06510591519617,,,,,0,0,0,0,0,0
57,3,363.9679740236737,0.0,-545.9519610355105,2.956498389683516,1.1726346661436002,0.0,1.0475646326170778,0.0,0.8486275154285666,0.8545459465554934,0.9210675882219406,1012.9737960798517,748.3130179657583,310.7337914611332,236.55453082794062,1.0,1.0,10.875054813615904,8.000343040572915,0,0,0,0,0,0
58,3,364.40953195960236,0.0,-546.6142979394035,4.1302411092807105,1.173742719597195,0.0,1.0475959472294973,0.0,0.8484080507903343,0.854394371887358,0.9209312162542693,1012.9523783865344,748.2680016639616,310.73253308198707,236.7703066997785,1.0,1.0,10.923475550666883,8.09867892648371,0,0,0,0,0,0
59,3,364.4600655631307,0.0,-546.690098344696,5.303958647956615,1.173717538675905,0.0,1.0477169579111134,0.0,0.848297770572719,0.8543827447415328,0.9209405251710157,1012.9246222493728,748.2229898637952,310.73127482867886,236.8896079208904,1.0,1.0,10.931364830038692,8.079220802060714,0,0,0,0,0,0
60,3,364.5762300858105,0.0,-546.8643451287157,6.47784104401388,1.1738823960572649,0.0,1.0478228641891423,0.0,0.8481672006527906,0.8543475742206735,0.9209252127284353,1012.8939798262608,748.1779825648088,310.730016701196,236.96547316886893,1.0,1.0,10.946045199433673,8.079563298961745,0,0,0,0,0,0
61,3,364.5796125465516,0.0,-546.8694188198274,7.6515616630444505,1.1737206190305707,0.0,1.0479547242595841,0.0,0.8480687641605038,0.8543528419143627,0.9209518851123475,1012.8617717445742,748.1329797665522,310.7287586995259,237.01702898712932,1.0,1.0,10.9490492143834,8.04594328899448,0,0,0,0,0,0
62,3,364.6673407739034,0.0,-547.0010111608551,8.825364742252505,1.1738030792080554,0.0,1.0480671623347622,0.0,0.8479457306396416,0.854327847871953,0.9209470577831105,1012.8286301090441,748.0879814685755,310.72750082365593,237.05453485437314,1.0,1.0,10.960778754225963,8.037737517809965,0,0,0,0,0,0
63,3,365.0141134686581,0.0,-547.5211702029872,10.0,1.1746352577474948,0.0,1.0481197939431712,0.0,0.847747940344123,0.8542097808292585,0.9208456936929098,1012.7949060550195,748.0429876704287,310.7262430735735,237.08444508122477,1.0,1.0,10.999280898884777,8.10753098598633,0,0,0,0,0,0
64,3,-0.0,0.0,0.0,10.0,0,0.0,0,0.0,0.9998544722074156,,,1012.723441564414,747.9979983716617,310.72498544926617,237.09055163671667,,,,,0,0,0,0,0,0
65,3,0.0,140.99773130416176,5776.038445364751,9.32214954152447,0,0.67785045847553,0,1.0406479792186105,0.8159250550763936,0.8682161293490543,0.9273443251962273,1012.6519842202575,759.4357144221981,307.5240424628459,237.09665758155302,1.0,0.6667363234134388,4.507954629642819,-2.0861328588497052,0,0,0,0,0,0
66,3,0.0,89.03817887685676,3642.7980003347943,8.896764515244259,0,0.42538502628021063,0,1.0416146387321974,0.8206543336697054,0.8682749591931282,0.9272628539807372,1012.5805340218355,759.6240548412284,306.7382427238744,237.10276291579487,1.0,0.41861797820372204,4.429339146123268,-2.017229430911275,0,0,0,0,0,0
67,3,0.0,137.93732252878848,5650.408489493065,8.233698700004448,0,0.6630658152398108,0,1.0408487445253087,0.81629063452282,0.8681862029500316,0.9273239982692161,1012.5090909684334,759.4851897984852,306.99344021736164,237.1088676395033,1.0,0.652000940919316,4.546324336689755,-2.0829389899831483,0,0,0,0,0,0
68,3,0.0,166.31989872706896,6817.406069211443,7.431819572408265,0,0.801879127596183,0,1.040617652540338,0.8137572566606546,0.8681215633923457,0.9273279818607505,1012.4376550593365,759.2750499559749,307.4221092361818,237.11497175273936,1.0,0.7884273586010946,4.627597629339575,-2.1418854344109626,0,0,0,0,0,0
69,3,0.0,186.3028182594377,7640.430582489376,6.531688394380883,0,0.9001311780273822,0,1.04002480278081,0.8121772014513717,0.8681193995318556,0.9274019884415142,1012.3662262938306,759.0928100506145,307.8255383736538,237.1210752555641,1.0,0.8844143107580044,4.633103904513813,-2.1099872041105066,0,0,0,0,0,0
70,3,0.0,113.09127871803136,4630.200615567198,5.989280829555481,0,0.5424075648254014,0,1.0408360648992878,0.8190891858788552,0.8682691025997545,0.9273368474135314,1012.2948046712012,759.1159390566035,307.6448543761721,237.12717814803858,1.0,0.5336376859217712,4.4391180100167515,-2.048841983836141,0,0,0,0,0,0
71,3,0.0,42.059105943695485,1718.0987869917512,5.789884783777974,0,0.1993960457775069,0,1.0427516017517278,0.8243736043150752,0.8683188902179823,0.9271658275720176,1012.2233901907341,759.1293460689001,307.4223380871502,237.1332804302238,1.0,0.19635924496413046,4.367663434546287,-1.923287356317534,0,0,0,0,0,0
72,4,-0.0,0.0,0.0,5.789884783777974,0,0.0,0,0.0,0.9998522854297288,,,1012.151982851715,759.0832481342932,307.42141085334146,237.1393821021808,,,,,0,0,0,0,0,0
73,4,-0.0,0.0,0.0,5.789884783777974,0,0.0,0,0.0,0.9998522834519853,,,1012.0805826534299,759.0371548094797,307.4204837122561,237.1454831639706,,,,,0,0,0,0,0,0
74,4,-0.0,0.0,0.0,5.789884783777974,0,0.0,0,0.0,0.999852281474195,,,1012.0091895951646,758.9910660939987,307.41955666388486,237.1515836156542,,,,,0,0,0,0,0,0
75,4,-0.0,0.0,0.0,5.789884783777974,0,0.0,0,0.0,0.9998522794963578,,,1011.937803676205,758.9449819873893,307.4186297082185,237.15768345729265,,,,,0,0,0,0,0,0
76,4,0.0,64.02172595731146,2626.6579318955987,5.483231684933994,0,0.3066530988439804,0,1.0314457287210077,0.8261524657525707,0.8693940462990564,0.9284171251634804,1011.8664248958374,759.1204059149903,307.20116080800506,237.16378268894692,1.0,0.3030759491873142,2.6002361429591225,-1.4442857757453709,0,0,0,0,0,0
77,4,-0.0,0.0,0.0,5.483231684933994,0,0.0,0,0.0,0.9998520749521453,,,1011.7950532533479,759.0743088743989,307.20025569192427,237.16988131067805,,,,,0,0,0,0,0,0
78,4,75.91241927021949,0.0,-2114.0303483604794,5.745366041676983,0.26213435674298957,0.0,1.0171612603916225,0.0,0.8715473959824209,0.8699091689156856,0.9293751425125206,1011.7855038563704,759.0282164435114,307.1993506663551,237.16684378118876,1.0,0.2593770925228326,0.5839545400586621,-1.147171805605538,0,0,0,0,0,0
79,4,192.88419953934064,0.0,-5358.640618952213,6.402835465296731,0.6574694236197482,0.0,1.0222560343783786,0.0,0.8643875240687736,0.8696297759424442,0.9289898160029854,1011.8542426601806,758.982128621867,307.1984457312884,237.2088342193515,1.0,0.6499171647764157,2.02951438493042,-1.3831509778259274,0,0,0,0,0,0
80,4,215.01647401712546,0.0,-5971.831246222008,7.134218818741933,0.7313833534452012,0.0,1.023199097084675,0.0,0.8628410492277462,0.8695510863872606,0.9289091631811142,1011.9157007148996,758.9360454090048,307.1975408867153,237.25420608090067,1.0,0.7228076807723925,2.2471213404453794,-1.4253681724968885,0,0,0,0,0,0
81,4,147.16709260213722,0.0,-4091.998237479765,7.637857861555572,0.5036390428136399,0.0,1.020719046809068,0.0,0.8670944757605824,0.8697600044537551,0.9291138426306056,1011.925709456316,758.8899668044639,307.19663613262657,237.26360117366582,1.0,0.4979893584822551,1.585006393297661,-1.3188248937485803,0,0,0,0,0,0
