hour,day,charge_power,discharge_power,profit,mass_norm,charge_m_norm,discharge_m_norm,charge_beta_norm,discharge_beta_norm,eff_ex,eff_com,eff_exp,t_hh,t_lh,t_hc,t_lc,n,p_exp,alpha_com,alpha_exp,vio_choke_com,vio_choke_exp,vio_surge,vio_beta,vio_t13,vio_error
82,4,109.90131704934024,0.0,-3058.2645836199717,8.01543387448501,0.3775760129294386,0.0,1.0192593531374117,0.0,0.869206930318312,0.8698501346008586,0.9292247601202789,1011.9119629055051,758.8438928077835,307.1957314690133,237.2627711047397,1.0,0.37344537505344866,1.1424870549369581,-1.2557705928281884,0,0,0,0,0,0
83,4,101.4981738661258,0.0,-2824.9830811335264,8.364429794221383,0.34899591973637223,0.0,1.0190130619959223,0.0,0.8695106407786558,0.8698640522264438,0.9292430608614018,1011.8922400986958,758.7978234185027,307.1948268958664,237.26050173407452,1.0,0.3451689517690546,1.04270054785629,-1.2435689827782745,0,0,0,0,0,0
84,4,103.93211939255319,0.0,-2892.70391288432,8.721625407700332,0.35719561347894885,0.0,1.0192522308969076,0.0,0.8692739975333319,0.8698566421107858,0.9292250821688397,1011.8723757166164,758.7517586361608,307.19392241317684,237.25858126496306,1.0,0.3532517984088332,1.0903060767765815,-1.2561232163582332,0,0,0,0,0,0
85,4,113.89673504136523,0.0,-3169.1348860708777,9.11253688845883,0.39091148075849863,0.0,1.0198238057295046,0.0,0.8686521259141028,0.8698322406921929,0.9291816786261743,1011.855806580292,758.7056984602972,307.1930180209355,237.25811899664862,1.0,0.38654624139446364,1.23754653224597,-1.2845635474762211,0,0,0,0,0,0
86,4,47.65615895801747,0.0,-1328.5220437193384,9.277603837151112,0.1650669486922815,0.0,1.0167827614851688,0.0,0.8684167127447328,0.8698999387346706,0.929398219995044,1011.8074606171975,758.6596428904511,307.1921137191334,237.2541369809835,1.0,0.1632837665094068,0.15522125854168234,-1.1381819784871254,0,0,0,0,0,0
87,4,110.37852116395332,0.0,-3071.781546377188,9.656461902979023,0.3788580658279112,0.0,1.0199268150987886,0.0,0.8686572629703012,0.8698347016489991,0.9291728467361156,1011.788761126507,758.613591926162,307.19120950776147,237.25289927509795,1.0,0.37460339938275605,1.2177902644383565,-1.2935484797588792,0,0,0,0,0,0
88,4,0.0,212.0623040299971,8922.990247608119,8.627335069670854,0,1.0291268333081693,0,1.0380466740322203,0.8097744202232715,0.8678895125748697,0.9278163465284732,1011.7173972503944,758.3263619228708,309.09185823541947,237.25898898517045,1.0,1.0,4.871442985497554,-1.3876580798155764,0,0,0,0,0,0
89,4,0.0,241.6804911899953,17710.00809273395,7.430063568567652,0,1.197271501103202,0,1.069115850505848,0.7788475384878719,0.8404977070126507,0.9192400342872633,1011.6460405106693,755.6173951999745,310.13238153903086,237.26507808627196,1.0,1.0,16.7479166875798,7.446704091649771,0,0,0,0,0,0
90,4,0.0,241.29828910492893,17316.761594898802,6.235531616647012,0,1.1945319519206408,0,1.0682919256881922,0.7799211986484587,0.8413343087342288,0.9195459627332052,1011.5746909066182,754.6381960382458,310.4990738780038,237.27116657846335,1.0,1.0,16.49314205545298,7.305107876486037,0,0,0,0,0,0
91,4,0.0,241.28190608660688,17371.863565167187,5.040866905844348,0,1.194664710802663,0,1.0683312820805262,0.779962129569545,0.8412815727794197,0.919540513270753,1011.5033484375276,754.1051515513708,310.6892326072564,237.2772544618055,1.0,1.0,16.51065806441876,7.304377385034162,0,0,0,0,0,0
92,4,0.0,241.13777026079623,17236.251883662328,3.847014609276589,0,1.1938522965677594,0,1.0679926334167074,0.7803679742149056,0.8415559523127912,0.919637356973883,1011.4320131026839,753.7709496313324,310.8029051722848,237.28334173635935,1.0,1.0,16.42417440060655,7.2690391364465015,0,0,0,0,0,0
93,4,0.0,226.27625872407518,10688.641384978799,2.7459682828781693,0,1.1010463263984194,0,1.0480776873130542,0.8026161070352354,0.8610838666853855,0.9264056599582545,1011.3606849013736,754.0276839222226,310.72561091012443,237.28942840218573,1.0,1.0,9.169078814746733,2.32229953152412,0,0,0,0,0,0
94,4,0.0,224.54112108551644,10339.515485069307,1.6539709726766167,0,1.0919973102015526,0,1.0465410843457954,0.8040765712906903,0.8622985922592101,0.926757305522721,1011.2893638328834,754.2419378926461,310.658453155781,237.29551445934553,1.0,1.0,8.56432889492067,1.8445426761265757,0,0,0,0,0,0
95,4,0.0,218.50918847676792,9314.86420613937,0.5927218336435194,0,1.0612491390330974,0,1.0422114956986466,0.8078521932356081,0.8655918633914855,0.9275337551809324,1011.2180498965001,754.4952425281786,310.57961539678877,237.3015999078996,1.0,1.0,6.695068054507258,0.2155472074688518,0,0,0,0,0,0
96,5,0.0,123.98010707042772,5229.014873220051,0.0,0,0.5927218336435194,0,1.0757574451921823,0.8134268525275439,0.8600020401388593,0.9215043783124626,1011.1467430915105,754.4496080039257,310.5783724352491,237.30768474790884,1.0,0.5762177145005938,10.630003686959988,-3.8554229115485086,0,0,0,0,0,0
97,5,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998461950201969,,,1011.0754434172014,754.4039780431253,310.57712959800557,237.31376897943406,,,,,0,0,0,0,0,0
98,5,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998461928381542,,,1011.0041508728597,754.358352645321,310.57588688504575,237.31985260253614,,,,,0,0,0,0,0,0
99,5,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998461906561115,,,1010.9328654577723,754.3127318100564,310.57464429635723,237.32593561727592,,,,,0,0,0,0,0,0
100,5,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998461884740685,,,1010.8615871712266,754.2671155368754,310.5734018319276,237.3320180237142,,,,,0,0,0,0,0,0
101,5,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998461862920257,,,1010.7903160125095,754.2215038253217,310.5721594917444,237.33809982191184,,,,,0,0,0,0,0,0
102,5,217.10243492620143,0.0,-6105.5779405903695,0.7255028700427812,0.7255028700427812,0.0,1.0361252555824285,0.0,0.8630369434974916,0.8688535807802309,0.9274809720774406,1013.0785516640971,754.1758966749392,310.57091727579524,236.89232707026449,1.0,0.7134027696025211,3.6007337287939922,-2.1127365204290705,0,0,0,0,0,0
103,5,323.05212926053076,0.0,-8761.61445377893,1.7960950947463001,1.070592224703519,0.0,1.037945022831607,0.0,0.8558496563161807,0.8659912956994605,0.9275294004509925,1013.0496634687461,754.1302940852717,310.56967518406765,237.2128209256435,1.0,1.0,6.054434230885941,1.1769685332765079,0,0,0,0,0,0
104,5,319.0581408629602,0.0,-8824.481236476187,2.8537883234934562,1.057693228747156,0.0,1.0384857491912447,0.0,0.8562093437416534,0.8667702561509754,0.9275747485356097,1013.0153724585507,754.0846960558631,310.56843321654924,237.26937127530286,1.0,1.0,5.626413966490507,0.28206974304608323,0,0,0,0,0,0
105,5,316.25447487466465,0.0,-8804.194068255174,3.902323928997977,1.0485356055045212,0.0,1.0388533527822879,0.0,0.8563770763069324,0.867245208543272,0.9275284901276525,1012.9800679035785,754.0391025862575,310.56719137322756,237.28510101834007,1.0,1.0,5.330517254894773,-0.33189497374492305,0,0,0,0,0,0
106,5,319.74710380822773,0.0,-8828.633430909653,4.9618625691819656,1.0595386401839881,0.0,1.0386801862239727,0.0,0.85590384842835,0.8666460720096513,0.927546034161379,1012.9448762038046,753.9935136759989,310.5659496540902,237.302534150776,1.0,1.0,5.710196440414816,0.3835453254311645,0,0,0,0,0,0
107,5,311.74057637313007,0.0,-8723.49258050499,5.995503250588433,1.0336406814064671,0.0,1.0393962221915423,0.0,0.8565120402949177,0.8678680321683951,0.927332717668929,1012.9087651363743,753.9479293246313,310.5647080591248,237.298988678511,1.0,1.0,4.862711294227884,-1.294134233080662,0,0,0,0,0,0
108,5,291.59671315328825,0.0,-8190.982135156683,6.963530650264035,0.9680273996756017,0.0,1.039221298351036,0.0,0.8575520902406568,0.8684005201785542,0.9270765505807519,1012.8708246038395,753.9023495316989,310.5634665883189,237.28492602728863,1.0,0.9511145184816823,4.260253059556374,-2.2352181194911758,0,0,0,0,0,0
109,5,282.2586367734014,0.0,-7929.833485186209,7.901010377081591,0.9374797268175559,0.0,1.0390621037640755,0.0,0.8579682213401207,0.8684413928791943,0.9270967534800546,1012.8324749381776,753.8567742967457,310.56222524166003,237.26983412644435,1.0,0.9211126631380542,4.205314229691903,-2.2322853287235063,0,0,0,0,0,0
110,5,252.58454392573597,0.0,-7099.473212509224,8.741598189613047,0.8405878125314559,0.0,1.0382678310698334,0.0,0.8595773203797367,0.8685932993314083,0.9272002460572213,1012.7915447276548,753.811203619316,310.56098401913584,237.2471976906971,1.0,0.8260392304884975,3.993695870092284,-2.2076541774882514,0,0,0,0,0,0
111,5,172.15332226381588,0.0,-4848.975568570375,9.318208433729744,0.5766102441166971,0.0,1.0357128293179514,0.0,0.8643266996402922,0.8690265694756188,0.92752433585344,1012.742263985661,753.765637498954,310.5597429207339,237.211957710542,1.0,0.5669069542083159,3.3044587166604744,-2.1199573910091942,0,0,0,0,0,0
112,5,0.0,210.5872053060649,8928.527917980207,8.298760504145061,0,1.0194479295846826,0,1.0395417406973624,0.8098899132421915,0.8680122672569246,0.927485818365992,1012.6708047592624,756.7032335832653,310.03984477733377,237.21805151477096,1.0,1.0,4.767660224565362,-2.0130271019194126,0,0,0,0,0,0
113,5,0.0,241.26604367924858,17640.17330121923,7.108629551644502,0,1.190130952500559,0,1.068741291409259,0.7809241036321002,0.842077292248087,0.9198613921833775,1012.5993526787864,755.2386587032746,310.54432687705673,237.2241447096195,1.0,1.0,16.31151997628193,6.979401734500268,0,0,0,0,0,0
114,5,0.0,241.17445552036628,17575.466702338297,5.918879594846363,0,1.189749956798139,0,1.0685010509690143,0.7811945682135906,0.8422296212711795,0.9199119207682013,1012.5279077435185,754.6123978332408,310.752188273031,237.23023729514856,1.0,1.0,16.261188557830806,6.969049336651281,0,0,0,0,0,0
115,5,0.0,241.1303705319018,17572.28007793265,4.729193895838563,0,1.1896856990078,0,1.0684485653513012,0.7813135166063944,0.8422499821378862,0.9199275142170905,1012.4564699527442,754.2485877684817,310.86561835543904,237.23632927141907,1.0,1.0,16.25502995349506,6.962818867272656,0,0,0,0,0,0
116,5,0.0,240.69134753983022,17244.93176188073,3.54270398456684,0,1.1864899112717229,0,1.0678677262978713,0.7823316651156289,0.8430509842846716,0.9202547587676635,1012.3850393057489,754.0117831005837,310.930313384227,237.24242063849195,1.0,1.0,16.01725028572738,6.757284326268515,0,0,0,0,0,0
117,5,0.0,222.1721064261509,10492.335708102131,2.4662509286523044,0,1.0764530559145356,0,1.0466873143715294,0.8055687604269054,0.8637022069565514,0.9269594577703659,1012.3136158018184,754.3541056654442,310.8143436609314,237.2485113964281,1.0,1.0,7.934485767373056,0.8809156399709437,0,0,0,0,0,0
118,5,0.0,219.2894551315595,10038.805226940098,1.4043198440418225,0,1.061931084610482,0,1.0450438813091463,0.8071782483882542,0.8651044712926562,0.927217116691532,1012.2421994402382,754.6407177405919,310.7142756156501,237.2546015452885,1.0,1.0,7.130095874554998,0.09141968598146732,0,0,0,0,0,0
119,5,0.0,206.74300694047082,8709.92976529705,0.4029007316548032,0,1.0014191123870193,0,1.0399072689283342,0.8108158766826165,0.8679626619564444,0.9274175897739569,1012.1707902202942,754.9820389712683,310.59626570879243,237.26069108513397,1.0,0.9829527469062823,4.825604691831509,-2.100162404880816,0,0,0,0,0,0
120,6,0.0,84.88275014582665,3527.3350823208193,0.0,0,0.4029007316548032,0,1.0781620729871233,0.8164843305720818,0.8596374017820315,0.9211275085589787,1012.0993881412721,754.9363557673711,310.59502108222154,237.26678001602548,1.0,0.39138825908947555,10.825554311586384,-3.7855975216146867,0,0,0,0,0,0
121,6,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.999846218251222,,,1012.027993202458,754.8906771317943,310.5937765801133,237.2728683380239,,,,,0,0,0,0,0,0
122,6,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998462160691869,,,1011.9566054031377,754.8450030640811,310.5925322024553,237.2789560511901,,,,,0,0,0,0,0,0
123,6,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998462138871518,,,1011.8852247425974,754.7993335637747,310.59128794923504,237.28504315558502,,,,,0,0,0,0,0,0
124,6,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998462117051162,,,1011.8138512201232,754.7536686304182,310.5900438204401,237.29112965126947,,,,,0,0,0,0,0,0
125,6,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998462095230791,,,1011.7424848350012,754.7080082635551,310.58879981605804,237.29721553830436,,,,,0,0,0,0,0,0
126,6,230.83733374392224,0.0,-6510.909962834623,0.7719817561783104,0.7719817561783104,0.0,1.035249820040983,0.0,0.8621548707918711,0.8688685783287654,0.9275982818075886,1013.0785334343105,754.6623524627288,310.5875559360764,237.05643610678953,1.0,0.7594431216772273,3.5792734968430606,-2.0554112549539028,0,0,0,0,0,0
127,6,320.953775538518,0.0,-8754.250229099303,1.8377971533638715,1.065815397185561,0.0,1.0367835901705404,0.0,0.8560716336673884,0.8663973626123679,0.9277010271663272,1013.0485095059162,754.6167012274825,310.58631218048276,237.31727885897564,1.0,1.0,5.77758676804645,0.9679940548402435,0,0,0,0,0,0
128,6,324.17176212570405,0.0,-8701.878655014492,2.9136599759313073,1.0758628225674356,0.0,1.0365535072700596,0.0,0.8555378714899369,0.8657288289626979,0.9275736673803348,1013.0145053894463,754.5710545573597,310.5850685492647,237.40608672466175,1.0,1.0,6.134585793886083,1.6660232593251472,0,0,0,0,0,0
129,6,316.2695479615585,0.0,-8808.727229997223,3.964134117282331,1.0504741413510235,0.0,1.0374761764345417,0.0,0.8563600561147511,0.8672454405911656,0.9276989865380808,1012.9789346302601,754.525412451904,310.5838250424097,237.4134599759464,1.0,1.0,5.278709296585848,-0.08950795815121282,0,0,0,0,0,0
130,6,308.7018071144539,0.0,-8684.752797363846,4.989981865992228,1.0258477487098971,0.0,1.0380359339597325,0.0,0.8568489575813285,0.8682285291529614,0.9274067585526861,1012.9426283624023,754.4797749106588,310.5825816599055,237.4043295711143,1.0,1.0,4.478187335733774,-1.6513067498308907,0,0,0,0,0,0
131,6,284.69356858372663,0.0,-8020.859091122102,5.937450226356147,0.9474683603639189,0.0,1.0375750274032385,0.0,0.8581099616653706,0.8685460526307023,0.9273023867912207,1012.9042480968859,754.4341419331677,310.58133840173946,237.38331984349998,1.0,0.9315031914946637,4.061824648947465,-2.1496525412873524,0,0,0,0,0,0
132,6,297.90520910962,0.0,-8392.334197417455,6.927804058755718,0.9903538323995702,0.0,1.0380986379371293,0.0,0.8572266762637594,0.8684678270143841,0.9272339198434811,1012.8679077232566,754.3885135189744,310.58009526789925,237.37447000835132,1.0,0.973526691635417,4.1697786782562085,-2.1700257757065486,0,0,0,0,0,0
133,6,294.78229863665166,0.0,-8304.563951011074,7.9078188661714215,0.9800148074157042,0.0,1.0381276583004562,0.0,0.8572843353713172,0.8684747532706963,0.9272293013496317,1012.831398075396,754.3428896676224,310.5788522583725,237.36599079561262,1.0,0.9633331389586611,4.1603371670756895,-2.17336656719592,0,0,0,0,0,0
134,6,307.78900111783634,0.0,-8672.319489638056,8.929994775830082,1.0221759096586611,0.0,1.0385687935698975,0.0,0.856439619890734,0.8682943605340859,0.9272663922765324,1012.7964015361187,754.2972703786556,310.57760937314663,237.3643271581189,1.0,1.0,4.405669092953768,-1.9119249581447662,0,0,0,0,0,0
135,6,178.5797749316664,0.0,-5046.579600660287,9.528892154617385,0.5988973787873038,0.0,1.0345980771132521,0.0,0.8639379363375639,0.8690714226812821,0.9276698908594502,1012.7471617100631,754.2516556516177,310.5763666122093,237.3295477997233,1.0,0.5891085257399209,3.2290859927885274,-2.0535364320728107,0,0,0,0,0,0
136,6,0.0,214.44517096144577,9124.707422216017,8.496526705942308,0,1.0323654486750768,0,1.0631583298542882,0.8012757594590227,0.86280488909109,0.9240557852898205,1012.6757019938921,753.9812078035296,310.22874400889117,237.33562984494333,1.0,1.0,9.07267468266706,-2.9621006452586016,0,0,0,0,0,0
137,6,0.0,241.77165312806963,17767.327710995924,7.304238604995153,0,1.192288100947155,0,1.0788438720806106,0.7756297306070927,0.8372135929492855,0.9192202081729564,1012.6042494236926,752.6608006172535,310.7758483574137,237.34171128195885,1.0,1.0,18.074616258773023,5.987631522943325,0,0,0,0,0,0
138,6,0.0,241.59405537080988,17599.14257480062,6.113140070413236,0,1.1910985345819178,0,1.0787951881240911,0.7759980242100083,0.8374579114802791,0.9193224122585383,1012.5328039987503,752.1166649754334,310.98346820383233,237.34779211083068,1.0,1.0,18.015002758328325,5.8927097824778905,0,0,0,0,0,0
139,6,0.0,241.52066665799208,17573.17733058556,4.92233671544395,0,1.1908033549692856,0,1.0786407429480134,0.7762160667761575,0.8375705815011921,0.919362225612233,1012.4613657183504,751.810912216089,311.09218608766446,237.3538723316196,1.0,1.0,17.982001993766094,5.87995757317346,0,0,0,0,0,0
140,6,0.0,241.2828420807265,17387.03361785376,3.7331671424935453,0,1.1891695729504046,0,1.0783262969577945,0.7768006263250056,0.838017087196498,0.9195145230487072,1012.3899345817786,751.6097620130741,311.155636400836,237.35995194438647,1.0,1.0,17.860050062599964,5.780062509217778,0,0,0,0,0,0
141,6,0.0,240.81722932563596,16928.317780803787,2.547418881383563,0,1.1857482611099823,0,1.0777332012444585,0.7778936644550918,0.8389280821941199,0.9198147292718368,1012.3185105883204,751.4678565807114,311.1923411335416,237.36603094919204,1.0,1.0,17.609797304269748,5.57241744390042,0,0,0,0,0,0
142,6,0.0,222.7190487074206,10336.918534242946,1.4728137877250405,0,1.0746050936585225,0,1.0664066560429597,0.7984036299775626,0.858993385774313,0.924226757386329,1012.2470937372615,751.5771846897459,311.08934830505825,237.37210934609715,1.0,1.0,11.071011383081085,-0.8303627973673073,0,0,0,0,0,0
143,6,0.0,215.0904939714555,9240.29157742511,0.4362383035931858,0,1.0365754841318546,0,1.0632422775503694,0.8017796591849147,0.8625377309434803,0.9241365648717583,1012.1756840278878,751.7406340462002,310.98072069336325,237.37818713516256,1.0,1.0,9.252248615468739,-2.7655900108581832,0,0,0,0,0,0
144,7,0.0,91.76345167506021,3887.710034765815,0.0,0,0.4362383035931858,0,1.076692332480794,0.8067695161110194,0.8598871718389562,0.9213944817909925,1012.1042814594849,751.6952749827956,310.9794376212939,237.38426431644905,1.0,0.4241942869816869,10.687131549969076,-3.7717297143710056,0,0,0.0,0,0,0
145,7,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.999846058364697,,,1012.032886031339,751.6499204552973,310.9781546775318,237.39034089001743,,,,,0,0,0.0,0,0,0
146,7,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998460561830327,,,1011.9614977427359,751.6045704632518,310.976871862064,237.39641685592844,,,,,0,0,0.0,0,0,0
147,7,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998460540013674,,,1011.8901165929616,751.5592250062055,310.97558917487777,237.40249221424287,,,,,0,0,0.0,0,0,0
148,7,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.999846051819703,,,1011.8187425813023,751.5138840837049,310.97430661596024,237.40856696502146,,,,,0,0,0.0,0,0,0
149,7,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998460496380384,,,1011.7473757070442,751.4685476952965,310.97302418529864,237.414641108325,,,,,0,0,0.0,0,0,0
150,7,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.9998460474563742,,,1011.6760159694735,751.423215840527,310.9717418828801,237.42071464421417,,,,,0,0,0.0,0,0,0
151,7,385.8143168823112,0.0,-578.7214753234667,1.2389856390685723,1.2389856390685723,0.0,1.0338846743431511,0.0,0.8334224904403231,0.846694799987163,0.8879960500828441,1013.0785399446975,751.3778885189429,310.9704597086918,240.77027610767055,1.0,1.0,12.740685427681676,21.911336300505102,0,0,0.0,0,0,0
152,7,385.9225381083699,0.0,-578.8838071625548,2.478115765514489,1.2391301264459167,0.0,1.0339872684623361,0.0,0.8333115680366435,0.8466577342033242,0.8880314252675526,1013.0427958847451,751.332565730091,310.96917766272094,240.76797163870458,1.0,1.0,12.754285070395088,21.898810009771587,0,0,0.0,0,0,0
153,7,318.39968703158195,0.0,-7967.230977173183,3.522909154931593,1.0447933894171044,0.0,1.0464495023816318,0.0,0.8559570974023191,0.8668321204843045,0.9264415563673405,1013.0031214355253,751.2872474735179,310.96789574495466,239.59608761616352,1.0,1.0,5.8674041809954725,-1.1892112259680658,0,0,0.0,0,0,0
154,7,254.83470774009015,0.0,-6399.406862894806,4.362709439682417,0.8398002847508246,0.0,1.0453012710877239,0.0,0.8596428092351501,0.8680335285931853,0.9261606321812624,1012.9598912600352,751.2419337487706,310.9666139553801,239.00728950944483,1.0,0.8230225290645887,4.721683106366847,-2.5812351099634476,0,0,0.0,0,0,0
155,7,335.30819922597686,0.0,-8382.947293553852,5.460376397341959,1.0976669576595417,0.0,1.0447240270176892,0.0,0.8538585625413191,0.8632691694410214,0.9263218486622468,1012.9266284242377,751.1966245553957,310.9653322939846,238.6179156920837,1.0,1.0,7.643753100776851,2.3791333321895465,0,0,0.0,0,0,0
156,7,315.80884296950643,0.0,-7917.749154577374,6.496360564812581,1.0359841674706223,0.0,1.0470010807762564,0.0,0.855902304273551,0.8671796789507467,0.9262256703711897,1012.8907813164167,751.1513198929401,310.9640507607552,238.32609831255817,1.0,1.0,5.621028730328104,-1.756858920589071,0,0,0.0,0,0,0
157,7,325.7644337961533,0.0,-8144.172868810675,7.563811815522362,1.0674512507097809,0.0,1.046274478538994,0.0,0.8549190134559264,0.8655178153734369,0.9265793722306168,1012.8558943092783,751.1060197609509,310.9627693556791,238.12276675372868,1.0,1.0,6.646443358586884,0.22492415132979104,0,0,0.0,0,0,0
158,7,368.57223888364155,0.0,-9214.97259758205,8.759728157893482,1.1959163423711205,0.0,1.0384592938610957,0.0,0.8448899301286231,0.8524926897518457,0.9156840724430934,1012.8245699133563,751.0607241589747,310.9614880787435,238.17286666399636,1.0,1.0,11.191045729102346,11.939390678521963,0,0,0.0,0,0,0
159,7,386.760138643431,0.0,-580.1402079651465,10.0,1.2402718421065178,0.0,1.0346926848070077,0.0,0.8324625039812705,0.8463787192402741,0.8879924492160675,1012.7934661276898,751.0154330865588,310.9602069299356,238.49256724989473,1.0,1.0,12.854250207569606,21.88959719707577,0,0,0.0,0,0,0
160,7,-0.0,0.0,0.0,10.0,0,0.0,0,0.0,0.9998545521163635,,,1012.7220017810771,750.9701465432502,310.9589259092426,238.49853299316976,,,,,0,0,0.0,0,0,0
161,7,0.0,221.7117194261437,10291.470982402336,8.926005418462303,0,1.073994581537698,0,1.069951645772166,0.7935637006423317,0.8561647568542413,0.9236136616153029,1012.650544580899,752.2833535015601,310.64117456233777,238.50449813987046,1.0,1.0,12.530456096116582,-1.1074246661795506,0,0,0.0,0,0,0
162,7,0.0,220.44797844908825,10075.25895555473,7.85846134671252,0,1.0675440717497826,0,1.0696229629897753,0.7942478639739624,0.8568571634396922,0.9235922783580789,1012.5790945264409,752.2831705077302,310.61630985432845,238.5104626900565,1.0,1.0,12.245914142983349,-1.458961151759432,0,0,0.0,0,0,0
163,7,0.0,220.5432268791986,10104.213451629736,6.790229460072123,0,1.0682318866403973,0,1.069184650985263,0.7944876576305796,0.8569324091475662,0.9236793924629532,1012.5076516169883,752.2764288836771,310.6070538777632,238.5164266437875,1.0,1.0,12.205211604092515,-1.3918067099501954,0,0,0.0,0,0,0
164,7,0.0,219.76117836258987,9965.137545696649,5.725888057169641,0,1.0643414029024822,0,1.069100196714287,0.7948583586716158,0.8572873164875899,0.9236379977863166,1012.4362158518265,752.2584833675544,310.5952995035811,238.52239000112314,1.0,1.0,12.056000578085824,-1.6122614813030616,0,0,0.0,0,0,0
165,7,0.0,150.87242212233323,6790.812758397873,4.999999784409723,0,0.7258882727599181,0,1.0689106687892538,0.8022291851244536,0.8600968752671788,0.9228528790983035,1012.3647872302414,752.3903814214474,310.27053823777356,238.52835276212303,1.0,0.706975454681932,10.556459094018988,-3.523806098405746,0,0,0.0,0,0,0
166,7,-0.0,0.0,0.0,4.999999784409723,0,0.0,0,0.0,0.999851724743188,,,1012.2933657515184,752.3449573833052,310.2693261839498,238.53431492684683,,,,,0,0,0.0,0,0,0
167,7,-0.0,0.0,0.0,4.999999784409723,0,0.0,0,0.0,0.9998517227450886,,,1012.2219514149433,752.2995378875669,310.2681142513314,238.54027649535416,,,,,0,0,0.0,0,0,0
